MOF,PLD,Dimen
qmof-d8e78b2.res,5.67242,2
qmof-d8e9e49.res,11.24615,3
qmof-d8fda74.res,12.12472,3
qmof-d900cb4.res,1.11196,nan
qmof-d90b70a.res,1.00871,nan
qmof-d9134ec.res,2.80992,3
qmof-d9284c9.res,7.88862,1
qmof-d929741.res,1.44364,nan
qmof-d943a25.res,7.43045,3
qmof-d95c17f.res,1.23671,nan
qmof-d95cdc9.res,1.51253,nan
qmof-d967b7b.res,0.96611,nan
qmof-d9772e5.res,1.8329,nan
qmof-d992032.res,2.13824,nan
qmof-d995146.res,6.25255,3
qmof-d99607b.res,1.10417,nan
qmof-d9a0694.res,2.95703,1
qmof-d9a330a.res,13.28085,3
qmof-d9b204d.res,17.88111,1
qmof-d9ca2be.res,7.78948,1
qmof-d9d4912.res,7.9468,1
qmof-d9d77ef.res,5.86385,1
qmof-d9daa8e.res,5.89098,2
qmof-d9f0c2b.res,2.0198,nan
qmof-d9f3f47.res,9.27339,3
qmof-d9f6091.res,4.57965,1
qmof-da04278.res,0.98097,nan
qmof-da0d411.res,9.92869,3
qmof-da188cd.res,11.4949,3
qmof-da67d2d.res,7.28227,3
qmof-da6d7b3.res,1.18564,nan
qmof-da6fcce.res,9.3815,3
qmof-da71b94.res,0.88351,nan
qmof-da76944.res,6.83569,3
qmof-da788a2.res,6.19093,2
qmof-da78929.res,1.12911,nan
qmof-da8af82.res,1.18434,nan
qmof-da8e3de.res,1.22119,nan
qmof-da91664.res,1.15881,nan
qmof-da91702.res,3.41025,2
qmof-da92f5a.res,2.67949,1
qmof-daa897c.res,5.89526,2
qmof-dab2758.res,4.01044,1
qmof-dabb11e.res,11.85151,3
qmof-dacbde8.res,9.02186,3
qmof-dad057d.res,2.16584,nan
qmof-dad89de.res,6.33684,3
qmof-daed87b.res,9.3292,2
qmof-dafcef0.res,5.5077,1
qmof-db10139.res,1.38732,nan
qmof-db19c6b.res,0.99098,nan
qmof-db2cdc7.res,8.52762,1
qmof-db355d4.res,6.12397,3
qmof-db3f511.res,2.96286,1
qmof-db46c4e.res,0.87806,nan
qmof-db4af19.res,8.15103,1
qmof-db4f7d1.res,3.81245,3
qmof-db4f7fe.res,20.90406,1
qmof-db56513.res,0.80945,nan
qmof-db5d1ed.res,9.24652,1
qmof-db622c5.res,0.8516,nan
qmof-db62327.res,4.01425,1
qmof-db63f95.res,1.23419,nan
qmof-db680f9.res,4.1527,1
qmof-db698b9.res,9.49098,3
qmof-db6fde8.res,5.53095,3
qmof-db703b3.res,8.33901,3
qmof-db7535d.res,8.30959,3
qmof-db81b8a.res,9.32738,3
qmof-db8e77b.res,3.59708,3
qmof-db90df3.res,1.65016,nan
qmof-db92909.res,11.61922,1
qmof-dba0d38.res,5.90997,3
qmof-dba8b7f.res,1.23244,nan
qmof-dbac19f.res,4.90524,3
qmof-dbb0552.res,0.63111,nan
qmof-dbb18cc.res,13.04275,3
qmof-dbb377e.res,3.71236,2
qmof-dbb3d5e.res,2.99248,1
qmof-dbb8ab2.res,8.64826,3
qmof-dbbe195.res,1.2335,nan
qmof-dbc27ec.res,2.28787,nan
qmof-dbc50ec.res,4.92633,3
qmof-dbca09a.res,0.97214,nan
qmof-dbcf346.res,1.28081,nan
qmof-dbd6c51.res,11.98859,3
qmof-dbdc93d.res,6.84425,1
qmof-dbde131.res,1.06402,nan
qmof-dbedd04.res,1.09703,nan
qmof-dbf7ed3.res,18.55317,1
qmof-dbfac13.res,5.05255,3
qmof-dbfc0f0.res,0.84275,nan
qmof-dc0e96c.res,4.61777,3
qmof-dc18524.res,7.41996,1
qmof-dc2251f.res,5.83815,3
qmof-dc2dcc2.res,10.75538,3
qmof-dc34a8d.res,3.85822,2
qmof-dc3d8ce.res,7.38676,1
qmof-dc3dc86.res,6.81209,2
qmof-dc43527.res,1.86875,nan
qmof-dc505ad.res,5.45853,3
qmof-dc65042.res,1.1418,nan
qmof-dc70a04.res,5.42734,3
qmof-dc72240.res,2.16655,nan
qmof-dc75d9b.res,9.78581,3
qmof-dc77ffa.res,8.71268,3
qmof-dc78201.res,14.05681,3
qmof-dc95e92.res,6.26751,1
qmof-dc995f2.res,3.3966,2
qmof-dc9f254.res,5.09208,3
qmof-dc9f9b0.res,12.49203,1
qmof-dca24c7.res,5.88214,3
qmof-dcb1bf0.res,7.22643,1
qmof-dcb6b1b.res,0.95132,nan
qmof-dcc1e81.res,4.42359,2
qmof-dcc86e5.res,1.5471,nan
qmof-dcc9417.res,0.90252,nan
qmof-dccc442.res,13.01711,1
qmof-dce5b26.res,0.96188,nan
qmof-dcf738c.res,10.66986,3
qmof-dcf8019.res,11.8031,3
qmof-dcfa5de.res,3.11726,2
qmof-dd09d8f.res,0.81321,nan
qmof-dd0e039.res,1.42985,nan
qmof-dd2ad17.res,6.41293,1
qmof-dd44358.res,0.8087,nan
qmof-dd4b7a2.res,2.66834,1
qmof-dd5a73e.res,1.23613,nan
qmof-dd5eb41.res,3.91659,3
qmof-dd5ed6d.res,0.93186,nan
qmof-dd618ab.res,6.45753,2
qmof-dd62091.res,5.18719,1
qmof-dd67326.res,1.24783,nan
qmof-dd6dc81.res,5.56178,3
qmof-dd6ea7a.res,0.90605,nan
qmof-dd7b7aa.res,4.58373,1
qmof-dd80992.res,1.47227,nan
qmof-dd8163e.res,1.05044,nan
qmof-dd8f509.res,6.41414,3
qmof-dd9198d.res,10.71853,1
qmof-dd9c7fb.res,9.14303,3
qmof-dda14d4.res,1.90372,nan
qmof-dda1cb2.res,6.46695,3
qmof-dda1f10.res,12.34281,3
qmof-dda9113.res,12.35309,3
qmof-ddab43b.res,11.52531,3
qmof-ddad97c.res,12.2973,3
qmof-ddb13bd.res,1.05376,nan
qmof-ddbf934.res,6.55071,2
qmof-ddce214.res,7.27142,2
qmof-ddcf875.res,2.75429,1
qmof-ddd91fd.res,13.88516,1
qmof-ddefcdc.res,7.12248,3
qmof-ddf0ee0.res,21.26967,1
qmof-ddf978d.res,1.05862,nan
qmof-ddfc64a.res,10.07663,3
qmof-ddfec84.res,6.73738,3
qmof-de066b7.res,1.05028,nan
qmof-de0a417.res,17.08684,1
qmof-de11207.res,0.91303,nan
qmof-de1875e.res,1.02142,nan
qmof-de19ecd.res,13.47313,3
qmof-de1cc3f.res,2.20646,nan
qmof-de2dc2d.res,9.30644,3
qmof-de2f502.res,0.69357,nan
qmof-de4940a.res,9.24622,2
qmof-de538af.res,9.23986,3
qmof-de5b030.res,1.49382,nan
qmof-de5d995.res,5.03533,2
qmof-de5e312.res,5.75037,3
qmof-de67092.res,1.35456,nan
qmof-de67c10.res,1.64132,nan
qmof-de6e290.res,1.27582,nan
qmof-de728cd.res,1.07254,nan
qmof-de78dd0.res,1.70061,nan
qmof-de7a107.res,7.53209,3
qmof-de85209.res,2.71883,1
qmof-de867ae.res,5.84425,3
qmof-de86b8a.res,14.12758,3
qmof-de94464.res,0.94462,nan
qmof-de9cc08.res,9.20744,1
qmof-dea5ac6.res,3.7681,3
qmof-deb66d6.res,5.24607,2
qmof-debf6ac.res,1.88992,nan
qmof-decd7a9.res,11.97248,1
qmof-decffa9.res,9.35789,3
qmof-dee93f5.res,7.13278,3
qmof-deea64a.res,3.43459,3
qmof-def2fe1.res,6.91642,2
qmof-def59b5.res,3.81256,1
qmof-df074a0.res,5.18372,1
qmof-df254df.res,8.70439,3
qmof-df25b54.res,6.87079,3
qmof-df2b648.res,6.27516,3
qmof-df313d5.res,1.40239,nan
qmof-df3c618.res,0.92497,nan
qmof-df44502.res,2.58073,1
qmof-df4f7aa.res,7.36725,3
qmof-df558c0.res,0.76764,nan
qmof-df601dd.res,6.1072,1
qmof-df61002.res,1.53092,nan
qmof-df6a8cc.res,6.91589,3
qmof-df6f7f2.res,4.84224,3
qmof-df82873.res,5.32848,1
qmof-df89737.res,1.16312,nan
qmof-df94b6b.res,2.56394,1
qmof-df9f33a.res,5.54273,1
qmof-dfad244.res,0.88751,nan
qmof-dfb9982.res,10.19932,3
qmof-dfc0e67.res,1.21809,nan
qmof-dfc1692.res,1.99711,nan
qmof-dfceca3.res,5.45901,3
qmof-dfcf058.res,4.89057,2
qmof-dfd9a82.res,3.53686,1
qmof-dfdcb3c.res,0.67811,nan
qmof-dfed9ce.res,1.37524,nan
qmof-dfef72a.res,1.19427,nan
qmof-dff11a8.res,3.09057,1
qmof-dff257b.res,3.40989,1
qmof-e012e63.res,1.19706,nan
qmof-e019673.res,3.33549,1
qmof-e01ef61.res,9.20858,1
qmof-e02c627.res,2.54058,1
qmof-e036ae1.res,1.09756,nan
qmof-e03e344.res,0.70949,nan
qmof-e052331.res,0.80477,nan
qmof-e05a715.res,13.8608,3
qmof-e05c6ec.res,1.83413,nan
qmof-e07df46.res,2.78673,1
qmof-e088694.res,0.90887,nan
qmof-e09709f.res,6.36334,3
qmof-e0986d0.res,1.05082,nan
qmof-e09b473.res,19.42385,1
qmof-e09c476.res,15.27375,3
qmof-e0a081e.res,9.29881,3
qmof-e0a4afc.res,2.68466,3
qmof-e0a90af.res,13.69878,3
qmof-e0aad2e.res,5.65414,3
qmof-e0ac9d9.res,2.93256,1
qmof-e0ad82f.res,3.36237,1
qmof-e0b6341.res,8.95832,3
qmof-e0b8997.res,2.53381,1
qmof-e0d0d89.res,4.69864,1
qmof-e0d2b23.res,11.45698,1
qmof-e0d492d.res,5.65404,3
qmof-e0dc4ed.res,0.96246,nan
qmof-e0e24d6.res,0.79064,nan
qmof-e0e3dad.res,1.12839,nan
qmof-e0ec160.res,1.08235,nan
qmof-e0f33e8.res,1.533,nan
qmof-e0fa875.res,1.97025,nan
qmof-e0fabe9.res,2.74729,1
qmof-e10b73b.res,8.71253,3
qmof-e11462d.res,1.09373,nan
qmof-e118da8.res,0.76623,nan
qmof-e127717.res,2.5959,1
qmof-e12c654.res,0.88438,nan
qmof-e13955e.res,7.75828,2
qmof-e13fb49.res,7.34452,3
qmof-e1495aa.res,3.4969,2
qmof-e14a88c.res,2.08407,nan
qmof-e14e58a.res,2.02941,nan
qmof-e151008.res,0.99117,nan
qmof-e1625e5.res,4.94742,1
qmof-e16acde.res,9.17283,3
qmof-e16b9a1.res,0.98366,nan
qmof-e172a22.res,1.65377,nan
qmof-e17884e.res,4.86003,2
qmof-e17ade9.res,2.3855,nan
qmof-e188b1a.res,10.01277,3
qmof-e197e2d.res,1.35063,nan
qmof-e1ae1a6.res,8.38018,2
qmof-e1aeb8c.res,3.68672,1
qmof-e1b18f7.res,11.58853,3
qmof-e1c5e01.res,8.60782,3
qmof-e1c9cee.res,7.82312,3
qmof-e1eb1d3.res,1.2318,nan
qmof-e1ec978.res,8.24077,3
qmof-e203bf0.res,1.50729,nan
qmof-e2065ab.res,7.40105,3
qmof-e209021.res,1.54235,nan
qmof-e20ca81.res,1.55737,nan
qmof-e210593.res,0.74006,nan
qmof-e212836.res,1.07061,nan
qmof-e2185c7.res,4.9527,3
qmof-e218f10.res,1.17319,nan
qmof-e21b1d7.res,1.34888,nan
qmof-e21e341.res,0.75665,nan
qmof-e225745.res,0.97444,nan
qmof-e226b30.res,1.64828,nan
qmof-e230445.res,9.32762,3
qmof-e23cf71.res,7.27959,3
qmof-e2457bc.res,5.14191,3
qmof-e24d79c.res,3.57937,1
qmof-e252678.res,10.02963,3
qmof-e25ed12.res,0.55626,nan
qmof-e25f656.res,2.57218,1
qmof-e260879.res,2.17487,nan
qmof-e2670cd.res,6.15821,3
qmof-e268c52.res,3.19248,1
qmof-e26ad1d.res,6.26256,1
qmof-e27ef5d.res,21.46234,3
qmof-e29169f.res,6.99608,2
qmof-e29b30f.res,0.89513,nan
qmof-e29ce6a.res,5.08568,1
qmof-e2ae6f5.res,4.79079,2
qmof-e2b2f6a.res,1.14073,nan
qmof-e2b4bb5.res,25.91711,3
qmof-e2bc1bc.res,8.28592,1
qmof-e2be686.res,11.47315,3
qmof-e2c1370.res,18.71898,3
qmof-e2c3312.res,1.0045,nan
qmof-e2c816e.res,6.17646,3
qmof-e2d2c46.res,4.61287,1
qmof-e2e3deb.res,4.83564,3
qmof-e2e4331.res,10.73616,3
qmof-e2e5a46.res,1.33263,nan
qmof-e2e69e6.res,1.38133,nan
qmof-e2e9016.res,1.21662,nan
qmof-e2ef939.res,6.12191,1
qmof-e2faba1.res,1.12042,nan
qmof-e300e0b.res,9.92739,3
qmof-e300fed.res,7.27044,1
qmof-e30a535.res,0.93482,nan
qmof-e312568.res,6.69455,3
qmof-e3255df.res,9.07562,3
qmof-e3283fb.res,4.50205,3
qmof-e3311db.res,0.96982,nan
qmof-e34c36e.res,9.44322,3
qmof-e36da1e.res,11.1083,3
qmof-e372899.res,11.13866,3
qmof-e378426.res,1.16012,nan
qmof-e37cd72.res,1.127,nan
qmof-e381eec.res,6.67284,1
qmof-e392a20.res,1.0411,nan
qmof-e397c42.res,3.46134,1
qmof-e39f87b.res,1.82141,nan
qmof-e3a2152.res,6.42834,3
qmof-e3a50a7.res,9.10142,3
qmof-e3accad.res,1.12847,nan
qmof-e3ba18e.res,7.02459,3
qmof-e3d0456.res,4.63766,1
qmof-e3d2466.res,1.79105,nan
qmof-e3dcc4d.res,3.37562,3
qmof-e3e57da.res,0.89501,nan
qmof-e3ea821.res,0.81631,nan
qmof-e40768f.res,0.87326,nan
qmof-e413089.res,2.81427,3
qmof-e428070.res,0.83762,nan
qmof-e4313c2.res,3.27629,1
qmof-e454c8c.res,1.20417,nan
qmof-e46273e.res,0.94506,nan
qmof-e467583.res,7.34184,3
qmof-e46920d.res,4.81142,1
qmof-e46f9a6.res,1.3832,nan
qmof-e471501.res,5.15501,3
qmof-e474d06.res,1.88061,nan
qmof-e482ff6.res,1.62157,nan
qmof-e48a7ff.res,0.87877,nan
qmof-e48f824.res,1.02846,nan
qmof-e4993a6.res,1.26337,nan
qmof-e4a01cc.res,11.11845,3
qmof-e4ab65a.res,14.89722,3
qmof-e4b26b1.res,5.6764,2
qmof-e4c0eb6.res,4.98265,1
qmof-e4c305d.res,8.83369,3
qmof-e4ea248.res,1.13393,nan
qmof-e4f97d4.res,0.58142,nan
qmof-e4f98a0.res,3.73867,1
qmof-e5121a9.res,10.35679,3
qmof-e5198b3.res,3.5186,1
qmof-e51b7be.res,0.76133,nan
qmof-e521dd0.res,10.22606,3
qmof-e534471.res,1.62259,nan
qmof-e53eab4.res,7.66478,2
qmof-e54730e.res,13.87361,3
qmof-e54c960.res,1.51142,nan
qmof-e553694.res,1.65461,nan
qmof-e577f8a.res,2.77426,1
qmof-e57e5bf.res,7.06132,3
qmof-e583b8f.res,2.95401,1
qmof-e58468d.res,6.84519,3
qmof-e590c4c.res,2.50267,1
qmof-e59b3bd.res,2.18686,nan
qmof-e5a5a08.res,7.86926,3
qmof-e5ab8d0.res,16.15894,3
qmof-e5adf3c.res,4.40539,3
qmof-e5b19b5.res,6.19507,3
qmof-e5b4fec.res,3.36265,3
qmof-e5bc580.res,13.86751,3
qmof-e5ce60a.res,1.15355,nan
qmof-e5ce6a3.res,3.33483,1
qmof-e5d09ca.res,7.76186,3
qmof-e5d44b6.res,2.28733,nan
qmof-e5d8ebb.res,12.01566,3
qmof-e5dfdd6.res,1.64778,nan
qmof-e5e5d05.res,1.62972,nan
qmof-e5e6b69.res,1.23391,nan
qmof-e607de3.res,2.86913,1
qmof-e61fb66.res,1.22143,nan
qmof-e61fffc.res,2.77896,1
qmof-e62185c.res,9.55982,3
qmof-e628246.res,0.98207,nan
qmof-e631bf0.res,14.14891,3
qmof-e635eb9.res,8.95119,3
qmof-e63c646.res,1.10545,nan
qmof-e641abe.res,9.19737,3
qmof-e647695.res,10.76039,3
qmof-e64b388.res,0.82274,nan
qmof-e64eb2b.res,9.94953,3
qmof-e651703.res,7.11351,1
qmof-e65b4c0.res,5.88389,2
qmof-e65ee4a.res,1.46827,nan
qmof-e660055.res,11.40819,1
qmof-e678090.res,7.88966,2
qmof-e67856c.res,0.74734,nan
qmof-e683f71.res,14.23859,3
qmof-e687361.res,2.33881,nan
qmof-e695d7d.res,3.24691,3
qmof-e6adc28.res,7.65318,1
qmof-e6bb158.res,2.20221,nan
qmof-e6bb80c.res,3.55248,2
qmof-e6c9a83.res,6.5713,3
qmof-e6c9e36.res,4.27428,1
qmof-e6ca203.res,1.40864,nan
qmof-e6cf94f.res,16.18217,1
qmof-e6d350b.res,1.23763,nan
qmof-e6e8ebf.res,3.19591,1
qmof-e6e911b.res,5.67638,2
qmof-e6edf20.res,1.21878,nan
qmof-e6f618b.res,5.52479,3
qmof-e6f8d75.res,0.83131,nan
qmof-e6fa2a2.res,1.73243,nan
qmof-e718222.res,0.78084,nan
qmof-e71cda6.res,1.29598,nan
qmof-e71ede6.res,9.75357,3
qmof-e726ffa.res,9.8801,3
qmof-e72c3e9.res,2.30296,nan
qmof-e73025e.res,1.73844,nan
qmof-e731356.res,6.06731,1
qmof-e740972.res,2.95223,1
qmof-e74af87.res,0.86673,nan
qmof-e7522cf.res,0.94695,nan
qmof-e76d4a3.res,4.22563,2
qmof-e77426e.res,8.65238,3
qmof-e77916f.res,0.90965,nan
qmof-e77be3d.res,2.50011,1
qmof-e78a509.res,3.30863,1
qmof-e7919bd.res,2.73939,1
qmof-e798728.res,7.36808,3
qmof-e79aee6.res,0.693,nan
qmof-e79e847.res,0.87959,nan
qmof-e7b2d45.res,4.63847,2
qmof-e7b4875.res,9.08492,3
qmof-e7c7b47.res,6.42745,1
qmof-e7c85fd.res,8.50538,3
qmof-e7d7fee.res,1.98825,nan
qmof-e7d8fc2.res,4.56511,1
qmof-e7ec47b.res,0.87938,nan
qmof-e7f2d9a.res,9.3457,3
qmof-e7f4b5f.res,1.13372,nan
qmof-e7f8efa.res,1.1137,nan
qmof-e7ff28b.res,1.76383,nan
qmof-e80e344.res,3.68788,3
qmof-e81754b.res,1.93259,nan
qmof-e821b66.res,1.31025,nan
qmof-e829283.res,5.56206,1
qmof-e84e6e1.res,9.22526,3
qmof-e85b2e9.res,2.75805,2
qmof-e866848.res,5.93495,3
qmof-e86fcce.res,8.38691,3
qmof-e88d26e.res,1.63847,nan
qmof-e890bc7.res,8.84427,3
qmof-e89799e.res,4.82884,2
qmof-e8a0b3c.res,0.91393,nan
qmof-e8a127b.res,0.72335,nan
qmof-e8a62f9.res,1.07561,nan
qmof-e8ca785.res,3.91939,1
qmof-e8cd8b4.res,1.06479,nan
qmof-e8ce4cf.res,2.28266,nan
qmof-e8e772c.res,1.32783,nan
qmof-e8efc9d.res,9.55797,3
qmof-e8f2cbb.res,4.34598,2
qmof-e8fa064.res,3.14442,1
qmof-e8fb7a2.res,6.39981,3
qmof-e90a633.res,3.95585,3
qmof-e90f532.res,3.18031,3
qmof-e91143e.res,8.92868,3
qmof-e911ecb.res,4.40874,3
qmof-e913435.res,6.83592,3
qmof-e917997.res,7.75209,1
qmof-e92571c.res,6.92276,3
qmof-e927672.res,10.76282,3
qmof-e92984e.res,0.95698,nan
qmof-e92dc89.res,0.98316,nan
qmof-e93811c.res,7.90568,3
qmof-e9437e6.res,4.06258,3
qmof-e9474aa.res,10.01432,3
qmof-e9531be.res,1.46872,nan
qmof-e9595ba.res,1.2968,nan
qmof-e961d42.res,5.38234,3
qmof-e96e55e.res,2.9966,1
qmof-e9836d3.res,1.77358,nan
qmof-e993e6b.res,1.24023,nan
qmof-e9940c9.res,5.38356,1
qmof-e99ae25.res,6.67151,2
qmof-e9a012f.res,0.70277,nan
qmof-e9a379a.res,0.87657,nan
qmof-e9be20c.res,6.23045,3
qmof-e9ceb52.res,5.54772,3
qmof-e9eae19.res,1.77014,nan
qmof-e9eb4e9.res,2.67637,1
qmof-e9f86fc.res,8.8855,3
qmof-e9fd0e6.res,3.43793,1
qmof-ea00196.res,11.2323,3
qmof-ea15ac0.res,5.89895,1
qmof-ea1ff12.res,2.51394,2
qmof-ea299cb.res,5.39293,2
qmof-ea2e5ae.res,1.0239,nan
qmof-ea44590.res,1.14032,nan
qmof-ea62707.res,1.36609,nan
qmof-ea665d6.res,13.14249,3
qmof-ea67c6a.res,10.00807,3
qmof-ea6915e.res,5.30729,3
qmof-ea6eb95.res,2.61508,1
qmof-ea7f7dc.res,1.96607,nan
qmof-ea880db.res,1.30842,nan
qmof-ea9dec3.res,1.10439,nan
qmof-eaa4006.res,1.38274,nan
qmof-eab0f8a.res,2.48078,1
qmof-eab35b3.res,1.07801,nan
qmof-eab8919.res,3.95881,3
qmof-eac6cf9.res,0.96156,nan
qmof-eac83e1.res,5.73386,1
qmof-eacfd9b.res,7.41262,1
qmof-ead1cf2.res,4.45437,3
qmof-eadd46d.res,6.74906,3
qmof-eade42c.res,11.75265,3
qmof-eae2192.res,1.31083,nan
qmof-eae6585.res,1.1061,nan
qmof-eaee57b.res,6.02028,1
qmof-eaefd4f.res,11.35693,3
qmof-eaf7a5c.res,6.21926,3
qmof-eb05844.res,1.30567,nan
qmof-eb09743.res,6.65614,3
qmof-eb0aaee.res,1.20644,nan
qmof-eb261b9.res,3.28768,2
qmof-eb2ec97.res,13.19387,3
qmof-eb3d8ac.res,8.63159,1
qmof-eb404c8.res,9.12939,2
qmof-eb442dd.res,5.6573,3
qmof-eb4d8ca.res,2.69313,1
qmof-eb58538.res,1.56247,nan
qmof-eb5a6a0.res,3.46834,3
qmof-eb5e701.res,24.90208,3
qmof-eb6363e.res,1.40984,nan
qmof-eb78da4.res,0.99892,nan
qmof-eb82347.res,1.53657,nan
qmof-eb99b49.res,1.73339,nan
qmof-ebab6d6.res,8.44753,3
qmof-ebb8ba1.res,0.94341,nan
qmof-ebd2330.res,3.51399,1
qmof-ebdd852.res,1.4478,nan
qmof-ebe89ba.res,1.01609,nan
qmof-ebf0dd7.res,13.01251,3
qmof-ec0306c.res,6.55713,2
qmof-ec0e783.res,21.86116,1
qmof-ec24300.res,2.6645,1
qmof-ec4da0e.res,9.34169,3
qmof-ec51380.res,2.48681,3
qmof-ec54d11.res,6.43446,3
qmof-ec58109.res,3.33224,2
qmof-ec5e968.res,3.02695,1
qmof-ec61e66.res,10.77312,1
qmof-ec69c82.res,1.4707,nan
qmof-ec6f717.res,7.52391,2
qmof-ec7b9ee.res,8.07196,3
qmof-ec84042.res,8.85161,3
qmof-ec89e84.res,3.67461,1
qmof-ec8a9b7.res,4.34418,2
qmof-ec8cd79.res,7.08364,3
qmof-ec92eef.res,1.64965,nan
qmof-eca5ae4.res,21.85482,1
qmof-ecbc6ec.res,10.44134,3
qmof-ecc4da9.res,2.72017,1
qmof-ecd30a6.res,0.71682,nan
qmof-ecd7bd8.res,1.59666,nan
qmof-ecd87e5.res,4.99936,3
qmof-ecd9526.res,0.88837,nan
qmof-ecddce9.res,3.77831,3
qmof-ece4651.res,1.47066,nan
qmof-ece521b.res,0.88983,nan
qmof-ece7ed8.res,0.87041,nan
qmof-ecea9da.res,6.12173,2
qmof-ecef75e.res,1.00019,nan
qmof-ecf7500.res,1.29204,nan
qmof-ed04002.res,2.4018,1
qmof-ed10ad3.res,0.74462,nan
qmof-ed1424d.res,0.91097,nan
qmof-ed20cf9.res,18.47998,1
qmof-ed28d7b.res,1.18372,nan
qmof-ed31a4e.res,1.03271,nan
qmof-ed41d38.res,9.0171,3
qmof-ed51700.res,2.73381,1
qmof-ed6a1d6.res,8.07775,3
qmof-ed704a0.res,9.08022,2
qmof-ed77021.res,7.513,3
qmof-ed830ef.res,1.16832,nan
qmof-ed8b1fc.res,3.11926,1
qmof-ed987cc.res,6.66049,1
qmof-eda13fa.res,2.94058,1
qmof-edbe499.res,1.29835,nan
qmof-edc50fe.res,7.81479,3
qmof-edd221d.res,2.76384,1
qmof-edd7431.res,1.15862,nan
qmof-eddc36b.res,1.04686,nan
qmof-eddd19a.res,8.03202,3
qmof-edddea1.res,0.86863,nan
qmof-edeb34a.res,6.86065,1
qmof-edf0a1b.res,1.08931,nan
qmof-ee0dc19.res,3.54531,3
qmof-ee11f62.res,2.27591,nan
qmof-ee1da8c.res,0.97327,nan
qmof-ee232e2.res,5.89644,3
qmof-ee27add.res,5.52358,1
qmof-ee31ec3.res,1.18373,nan
qmof-ee3dca8.res,3.93689,3
qmof-ee435a5.res,3.63664,1
qmof-ee4bd09.res,2.98901,2
qmof-ee520ef.res,1.23595,nan
qmof-ee54bc0.res,14.58354,3
qmof-ee6222e.res,2.69047,2
qmof-ee62841.res,6.38434,3
qmof-ee6ba02.res,5.62627,3
qmof-ee6fe4f.res,7.62929,1
qmof-ee70fde.res,5.6509,3
qmof-ee71379.res,21.28787,1
qmof-ee72547.res,7.15589,1
qmof-ee96c92.res,3.51975,1
qmof-eea62f6.res,0.77511,nan
qmof-eeabd2e.res,8.25855,3
qmof-eeaea8a.res,19.55528,1
qmof-eebc213.res,9.11011,3
qmof-eeccd6b.res,8.60229,1
qmof-eecf04e.res,5.17889,1
qmof-eecf791.res,1.42846,nan
qmof-eecfc17.res,2.00212,nan
qmof-eed5626.res,2.28256,nan
qmof-eed9b73.res,2.70537,1
qmof-eedc47f.res,4.6917,3
qmof-eee201d.res,4.97487,3
qmof-eeefa67.res,2.5325,1
qmof-eef0fa0.res,1.16611,nan
qmof-eef9492.res,3.15664,1
qmof-ef07e73.res,0.72507,nan
qmof-ef0bed5.res,0.91716,nan
qmof-ef0e530.res,1.0317,nan
qmof-ef3b26e.res,3.35195,2
qmof-ef3bfd6.res,9.80338,2
qmof-ef3c64d.res,3.96955,1
qmof-ef42d2a.res,0.80186,nan
qmof-ef4a02d.res,20.84841,1
qmof-ef538ec.res,1.14117,nan
qmof-ef59642.res,7.64199,2
qmof-ef5f46f.res,1.14117,nan
qmof-ef6d4cf.res,8.0684,3
qmof-ef72fd7.res,5.85628,3
qmof-ef78caf.res,7.21105,3
qmof-ef79893.res,5.72579,3
qmof-ef7e7a9.res,5.59614,3
qmof-ef85522.res,0.95811,nan
qmof-ef87001.res,7.85309,2
qmof-ef89d0e.res,1.01523,nan
qmof-ef90e65.res,6.70208,2
qmof-ef93a15.res,11.80026,1
qmof-efa5596.res,1.62861,nan
qmof-efaa9ca.res,1.50673,nan
qmof-efc274d.res,3.12892,2
qmof-efc4e1c.res,2.18742,nan
qmof-efc4f62.res,7.49353,3
qmof-efd24b7.res,25.10689,3
qmof-efd4739.res,3.17481,1
qmof-efd8c2a.res,28.01395,3
qmof-efdc343.res,1.09864,nan
qmof-efe3730.res,0.81599,nan
qmof-efe91a9.res,3.02475,2
qmof-efec07a.res,13.06327,3
qmof-efedb54.res,5.1855,1
qmof-f0008e4.res,13.34466,3
qmof-f0067ee.res,1.69487,nan
qmof-f01442f.res,0.78003,nan
qmof-f025e55.res,9.49164,2
qmof-f030a85.res,9.72907,3
qmof-f031ad1.res,3.60192,1
qmof-f053fb2.res,0.96671,nan
qmof-f0542d4.res,6.48181,3
qmof-f063351.res,3.38605,3
qmof-f0730ea.res,10.8881,3
qmof-f077716.res,0.93303,nan
qmof-f07cb9e.res,1.00376,nan
qmof-f07e952.res,5.71239,3
qmof-f07eae0.res,0.88858,nan
qmof-f09c00f.res,1.02215,nan
qmof-f0aa616.res,6.66345,3
qmof-f0ac387.res,0.81576,nan
qmof-f0ae035.res,1.44984,nan
qmof-f0c1c90.res,5.10122,3
qmof-f0cca85.res,0.96124,nan
qmof-f0cfb06.res,8.40064,3
qmof-f0d2335.res,2.41956,1
qmof-f0d9701.res,9.19631,3
qmof-f0dfa44.res,1.19106,nan
qmof-f0e6617.res,8.3552,2
qmof-f0ed0a2.res,14.34318,3
qmof-f0ed3d6.res,0.90551,nan
qmof-f0f4dea.res,6.49186,2
qmof-f0fd7ea.res,1.50896,nan
qmof-f0feb86.res,4.18209,2
qmof-f103d96.res,7.05854,2
qmof-f10ba6e.res,13.22895,3
qmof-f11cf25.res,0.88973,nan
